	logFC	AveExpr	t	P.Value	adj.P.Val	B
HHIP	-0.729853795366795	4.06571663551402	-13.1111294301248	5.01775739772133e-24	4.35374083542287e-21	44.0697248256061
TOP2A	3.26196338610039	7.0853114953271	12.9971159278448	8.94941439845049e-24	7.45450421733332e-21	43.5024849126254
COLEC10	-1.27828562162162	5.94558	-12.8519074779364	1.87317785694082e-23	1.50027137280522e-20	42.7782385567083
FCN3	-3.34198255212355	8.62489411214953	-12.7363253382022	3.37672925481409e-23	2.60433370378698e-20	42.2003511252328
BMPER	-1.27690345173745	3.95374719626168	-12.6370992616053	5.60528943219128e-23	4.16873382628397e-20	41.7032743802921
LCAT	-2.51928627027027	8.89045906542056	-12.559853043107	8.32134921240771e-23	5.97530262066132e-20	41.3157036681576
PTH1R	-1.27080125096525	6.96345280373832	-12.5485363092814	8.81761043619527e-23	6.12059732411101e-20	41.2588801514895
CNDP1	-3.75232772972973	7.90959588785047	-12.5054386234954	1.09950945908148e-22	7.38586612126217e-20	41.0423775426135
GPR182	-1.1778939034749	5.42518439252336	-12.4340572424368	1.58523151568326e-22	1.03158940883088e-19	40.6834439400844
DBH	-1.01584321621622	6.32458588785047	-12.4156304147018	1.74236521063263e-22	1.09948524685497e-19	40.5907172616493
RACGAP1	2.00240132818533	7.51243542056075	12.3773542253592	2.12049903976219e-22	1.29874329423552e-19	40.3980156932242
RIPOR3	-2.45920052123552	7.07856560747664	-12.3252733316145	2.77064293162281e-22	1.64845338308895e-19	40.1356217753312
LIFR	-1.31867864092664	4.47599682242991	-12.3184826834614	2.86900084328347e-22	1.65955759890375e-19	40.1013929476422
ASPM	2.85964476833977	6.67099158878505	12.2505383295034	4.06818106826676e-22	2.2896162855564e-19	39.7587109391899
CCBE1	-1.80072883397683	5.8316285046729	-12.1777534982555	5.91618384126523e-22	3.24206874501335e-19	39.3912131879942
MAP2K3	-0.813106652509652	8.91431214953271	-12.171068079265	6.1233497157818e-22	3.26955473029334e-19	39.3574373278159
RSPO3	-1.93024516216216	5.97076495327103	-12.146385085627	6.95325341979235e-22	3.6198637303439e-19	39.2327051530985
ADGRG7	-2.23557278764479	6.29251196261682	-12.1341200431295	7.40668201910108e-22	3.76187186257954e-19	39.1707082170589
CD34	0.559298235521236	7.5935376635514	12.1274149379596	7.66697983027352e-22	3.80136161870514e-19	39.1368106683713
IDO2	-3.32168318532819	6.94901299065421	-12.0393800505635	1.20699116011995e-21	5.84520556240416e-19	38.6914410318694
PAMR1	-1.09550209266409	6.86940476635514	-12.0175795908362	1.35065427498648e-21	6.39227832325417e-19	38.5810643383478
GPM6A	-2.68091997683398	5.46947252336449	-11.934183745298	2.07734179921148e-21	9.61301458372884e-19	38.1585136242115
COL15A1	2.96806358301158	6.86508654205607	11.904796302406	2.41790588903756e-21	1.094575483333e-18	38.0094967118664
RRM2	2.75129144787645	7.98953813084112	11.7331996424106	5.87356840925147e-21	2.60236571392027e-18	37.1382079923698
CSRNP1	-1.44845966023166	8.16932551401869	-11.7106467218786	6.60119204271955e-21	2.8638171478665e-18	37.0235521996619
CFP	-1.6226742007722	7.24800392523365	-11.6236135132243	1.03628275501241e-20	4.40399022252619e-18	36.5807918011321
HMMR	2.2202426949807	7.01937738317757	11.5840418530478	1.27230580677659e-20	5.29889922406314e-18	36.3793290572274
DYNLT5	-1.49880743243243	4.35176420560748	-11.5724818620923	1.35092491316755e-20	5.51601184152962e-18	36.3204587194935
PLAC8	-2.06506137451737	6.85667121495327	-11.5188861617559	1.78402605588864e-20	7.14433818996635e-18	36.0474166938551
TTC36	-2.957724	9.13502037383178	-11.4047657703369	3.22682930583396e-20	1.26783949933371e-17	35.4654995705711
CLTRN	-3.41245133976834	7.33836925233645	-11.3912371460731	3.46183384617998e-20	1.3349857039417e-17	35.3964687439972
NUSAP1	1.89466281853282	8.17880336448598	11.2730969708397	6.39850672722046e-20	2.42259098341162e-17	34.7932549132378
MSH2	1.43788098455598	6.58914953271028	11.2660722227314	6.63666934328571e-20	2.46789290008181e-17	34.7573655663744
PSMB4	0.882575405405405	11.1964603738318	11.2203942269455	8.41739019902197e-20	3.07515321937602e-17	34.5239407358709
UBL7	0.589630872586872	7.94461009345794	11.1067685595134	1.52099560497421e-19	5.4608987031005e-17	33.942881737485
CYP1A2	-3.35311935521236	11.0775142990654	-11.0499513812624	2.04502160930689e-19	7.21788643935708e-17	33.6521260025038
HAND2-AS1	-1.44565891505792	5.55587831775701	-11.0433481009502	2.1166241383665e-19	7.34609684289065e-17	33.6183260914915
CDKN3	2.23694328185328	6.72791327102804	11.0349748675725	2.21104055726618e-19	7.54798501057556e-17	33.5754639635209
RPLP1	0.455133899613899	13.6028943925234	11.029341527081	2.27692387420049e-19	7.64752625102435e-17	33.5466256751643
ALMS1	0.863622115830116	6.93072345794392	11.0169269464771	2.42913874122059e-19	7.94040428672924e-17	33.4830684648252
KDM6B	-0.697902621621621	7.42844981308411	-11.0160408067907	2.44038548958256e-19	7.94040428672924e-17	33.4785315940611
IGFBP3	-2.07558838223938	11.4917492523364	-10.9689181812004	3.12000951504656e-19	9.99555048328148e-17	33.2372304062574
UROC1	-1.21804122779923	5.95802411214953	-10.9621550859501	3.23200509715447e-19	1.01974657792644e-16	33.2025919269571
ECT2	2.03899671428571	6.46443308411215	10.9168356391478	4.09376117519991e-19	1.27236541361736e-16	32.9704382979358
PRC1	2.08586867567568	7.01003130841122	10.9076656244963	4.294341183883e-19	1.31507883548793e-16	32.9234553667925
CXCL12	-2.19731619305019	8.66807504672897	-10.8924090948393	4.65009434473769e-19	1.4033849947075e-16	32.845281725161
ITGA6	1.39436915057915	8.47394925233645	10.8801276380433	4.95779959967317e-19	1.4748745551942e-16	32.7823466466078
EZH2	1.63886978764479	6.71794158878505	10.8734419587008	5.13379083339174e-19	1.50571915935985e-16	32.7480845103014
GPR146	-1.09712616602317	6.6127485046729	-10.857695270716	5.57341298054158e-19	1.61195488759441e-16	32.667381746516
PZP	-1.55352746332046	7.48742551401869	-10.8536152584047	5.69334286661775e-19	1.62408454595134e-16	32.6464701534662
LRAT	-0.641413768339768	3.92245757009346	-10.7894216039339	7.95922135089776e-19	2.21473172608333e-16	32.3173871671731
SLITRK6	-0.648436405405405	3.8998146728972	-10.7890035882051	7.97660773416488e-19	2.21473172608333e-16	32.3152438509179
CENPW	1.65478067567567	7.50940112149533	10.7857017063153	8.11528467835101e-19	2.22358800186818e-16	32.2983137464006
SNRPE	0.952154169884169	11.4097075700935	10.7669766718991	8.94863356481928e-19	2.42008240719216e-16	32.2022970185503
LOC105371267	-0.645686714285715	6.48491813084112	-10.7533493294538	9.60848373097298e-19	2.56521878479207e-16	32.1324137542881
DNASE1L3	-1.28162064478765	6.79655280373832	-10.6691633488554	1.49135007072432e-18	3.93112327503331e-16	31.7005876761775
CDC37L1	-1.27509284942085	9.09662224299065	-10.6337053437991	1.79479883750555e-18	4.67186137402695e-16	31.5186576266728
SRPX	-2.80819381853282	6.91423953271028	-10.540637952417	2.91870657669659e-18	7.50359824112714e-16	31.0410179074323
SLC25A47	-2.17993256756757	9.15652345794392	-10.5317895728631	3.05683079895074e-18	7.76285909235979e-16	30.9955979158523
GRPEL2	0.764156656370656	7.62541205607477	10.5293105779196	3.09668805503889e-18	7.7693291636301e-16	30.9828726425867
SSR2	1.06286957528957	11.0530828037383	10.5201432564408	3.24865053588164e-18	7.99773393211932e-16	30.9358136980617
CETP	-1.90855027027027	6.88410598130841	-10.5192097190372	3.26453795730956e-18	7.99773393211932e-16	30.9310214585965
UBE2Q1	0.907737193050192	10.0084451401869	10.5020573062355	3.57068341803136e-18	8.64603622059128e-16	30.842968421753
DCUN1D3	-0.60317455984556	8.08161252336449	-10.493090253798	3.7420019651887e-18	8.95671826702178e-16	30.7969336312841
HGFAC	-2.82724690733591	7.9803408411215	-10.4682323950947	4.26115122547226e-18	1.00834333090039e-15	30.6693128213448
CASC3	0.584558451737452	8.59387682242991	10.4353494082602	5.06023956816145e-18	1.18398234570106e-15	30.5004776685522
PSMD4	0.9571238996139	10.6458190654206	10.4323108202719	5.14125267991246e-18	1.18548671046004e-15	30.4848755697163
DHX57	0.676803138996139	6.96554084112149	10.4303983704955	5.19290536726634e-18	1.18548671046004e-15	30.4750557430609
EPHA2	-1.40874573745174	7.69019523364486	-10.4287641109604	5.23745569354226e-18	1.18548671046004e-15	30.4666643002551
COL6A6	-0.960560451737452	4.30759056074766	-10.3994577054204	6.10451924150191e-18	1.36688719016167e-15	30.3161792236252
TRIB1	-1.24156395752896	11.6599051401869	-10.3703168964326	7.10903303662595e-18	1.57487770164573e-15	30.166535349
MAP2K1	-0.944685038610038	9.04990607476635	-10.363842511857	7.35376857192091e-18	1.61194607096506e-15	30.1332869770677
NEK2	2.31465783011583	6.73483915887851	10.3580831912535	7.5785486151574e-18	1.64241354826061e-15	30.1037104076732
XPO1	0.688814065637065	10.4783546728972	10.356275583211	7.6505049068997e-18	1.64241354826061e-15	30.0944275089364
NOCT	-1.49843325868726	5.97563953271028	-10.3109673839888	9.69534090610401e-18	2.03670922407125e-15	29.8617406292233
OLFML3	-1.98196241312741	7.24367934579439	-10.3101116964935	9.73881234281432e-18	2.03670922407125e-15	29.8573459803995
HAMP	-4.16027358301158	10.1301329906542	-10.3092930203174	9.78058597806016e-18	2.03670922407125e-15	29.8531414103469
LYVE1	-1.52047452123552	6.58483542056075	-10.3056965578297	9.96623188235901e-18	2.05481992790341e-15	29.8346705917092
DTL	2.19733126254826	6.80155102803738	10.2948265437773	1.05490318298222e-17	2.15365724337467e-15	29.7788435788593
ZBED8	1.0912435019305	4.71495140186916	10.2847014120733	1.11225185738829e-17	2.24869249303435e-15	29.7268415916499
PIGF	0.550370015444016	9.13028542056075	10.2781028816952	1.15129377853831e-17	2.30524438887324e-15	29.6929517048302
RCAN1	-1.64622766023166	10.6165545794393	-10.2493549297708	1.33802423672452e-17	2.65362063862395e-15	29.5453007127686
RFXANK	0.687769741312741	7.94520579439252	10.239780975827	1.40670752870558e-17	2.76351675261935e-15	29.4961277142132
RND3	-1.83260121235521	9.96673579439252	-10.2265871403517	1.50717471913812e-17	2.93321554685348e-15	29.4283621441583
RFX5	1.16581805791506	8.30558822429906	10.2211577336152	1.55057378001861e-17	2.98973596250996e-15	29.4004757589313
SHBG	-1.25075557142857	7.31008869158878	-10.2193833098055	1.56502658064262e-17	2.98991867112861e-15	29.3913619945197
RPS14	0.452336370656371	13.3152074766355	10.2146638642078	1.60412585088158e-17	3.03675606534163e-15	29.3671220339859
ENO3	-2.17972841698842	8.44979214953271	-10.2104166958594	1.64014689170092e-17	3.07697467322342e-15	29.3453077482559
PGS1	0.555200366795367	7.82974411214953	10.1844247064814	1.87890397113796e-17	3.49341931205151e-15	29.2118074306097
YWHAB	0.766034942084941	10.1708008411215	10.1798017386996	1.92487399548629e-17	3.54721912230147e-15	29.1880628693217
NDC80	1.78789818532819	5.88148626168224	10.1725051755779	1.99972908413569e-17	3.63317063504514e-15	29.150586155916
PIGC	0.871457054054054	8.84597803738318	10.1718673681106	2.00640906180461e-17	3.63317063504514e-15	29.1473102411385
CLN8	-0.810085227799227	6.98919121495327	-10.1478381592376	2.27501540961879e-17	4.08404490430186e-15	29.023891416882
FYB2	-1.01684542857143	7.93706401869159	-10.1407636660188	2.36074377248391e-17	4.20172036907734e-15	28.9875555765609
BUB1B	2.04950232046332	7.04567401869159	10.109855068232	2.77481775587862e-17	4.89684787698444e-15	28.8288051346923
KRTCAP2	0.805608108108108	11.4046252336449	10.1045696437313	2.85256933774685e-17	4.97676402680117e-15	28.8016588543749
NAT2	-2.48134246718147	8.6793361682243	-10.1035444489378	2.86790089904024e-17	4.97676402680117e-15	28.7963934010055
HGF	-2.71090704247104	6.6964661682243	-10.0904743746573	3.07073592244086e-17	5.28471114453788e-15	28.7292652278853
MAPK9	0.907350691119691	7.7722485046729	10.0874566748099	3.11957005981691e-17	5.29876405940164e-15	28.7137663722074
MSRA	-1.25383811969112	9.16701747663551	-10.086830964502	3.12979244768729e-17	5.29876405940164e-15	28.7105527402474
NGFR	-0.998266741312741	6.4746853271028	-10.0837729659818	3.18023561455763e-17	5.33080720034163e-15	28.6948469675679
ILF2	1.19642746332046	9.5425676635514	10.0825929084687	3.19991788341675e-17	5.33080720034163e-15	28.6887862466756
ALLC	-0.997103667953668	6.04632	-10.0709880348468	3.40008418582465e-17	5.61931373695337e-15	28.6291845558258
NSUN5	0.568102254826255	8.60635514018692	10.0667960491076	3.4754273367671e-17	5.68580627446368e-15	28.6076550469277
ZFP62	0.961494644787644	7.82678897196262	10.0657260188955	3.49492510147594e-17	5.68580627446368e-15	28.602159524024
TBXA2R	-0.642054212355213	6.64828831775701	-10.0605128630615	3.59149334899049e-17	5.7976168604169e-15	28.5753855995104
ASS1	-1.5279566988417	12.3112724299065	-10.045094524694	3.89299759005992e-17	6.23598321656983e-15	28.4962005611904
BDH2	-1.43656819305019	10.0496206542056	-10.0380999646807	4.03799569747725e-17	6.41887193925697e-15	28.4602786670193
TTC13	0.91796981081081	8.42566018691589	9.99829238794561	4.97220685409137e-17	7.84403299466656e-15	28.255846928436
NUP42	0.654885416988416	7.64750700934579	9.9737559277991	5.65270608005285e-17	8.85052266248274e-15	28.129847471219
GGTLC1	-0.991145521235521	7.51773542056075	-9.95286466959031	6.30500634943824e-17	9.79816807617179e-15	28.0225720606882
COMMD4	0.537749957528957	9.41483579439252	9.94799388286871	6.467602301494e-17	9.90878366927088e-15	27.997561599679
COG5	0.767033864864864	6.98386299065421	9.94788297108566	6.47135314550922e-17	9.90878366927088e-15	27.9969920945277
NAA20	0.902728837837838	9.94579242990654	9.9376707669844	6.82619517527003e-17	1.03642188163847e-14	27.9445555677711
CCT3	1.03803322779923	10.9408236448598	9.93649340176317	6.86833555830333e-17	1.03642188163847e-14	27.9385102459837
LRRN3	-1.05755786872587	5.51926700934579	-9.92993752482717	7.10778426105943e-17	1.06483812555613e-14	27.9048486511832
CCNB1	2.05385993050193	7.01300046728972	9.92594418666104	7.25770890009377e-17	1.07856146303512e-14	27.8843448685725
RPL27	0.37730888030888	13.2683429906542	9.92475467117707	7.302975714942e-17	1.07856146303512e-14	27.8782373470442
KAZN	-1.59912688030888	7.08810682242991	-9.91603172938364	7.64366261058343e-17	1.10796222644457e-14	27.8334503390531
NTF3	-0.696952	6.63780009345794	-9.91564121957242	7.65928063142536e-17	1.10796222644457e-14	27.8314453334474
UFC1	0.77742737065637	10.3324638317757	9.91558161301038	7.66166733615144e-17	1.10796222644457e-14	27.8311392939758
TBCE	1.05144422779923	8.90014719626168	9.91166328816185	7.82020244837924e-17	1.12308893644862e-14	27.8110214519128
IGHM	-2.2889312972973	8.30510560747664	-9.89785326674472	8.40555516303789e-17	1.19888548435001e-14	27.740118502046
ZG16	-2.12075221621622	8.55664822429907	-9.89116786824901	8.70445682440829e-17	1.23307216946584e-14	27.7057955891268
PODXL	1.3606937992278	8.15782	9.88870436815828	8.8172577375608e-17	1.24061199410112e-14	27.6931481265254
SRD5A2	-2.01525739382239	7.76629542056075	-9.8867551829947	8.90754312439152e-17	1.24490387934449e-14	27.683141193864
KANK4	-2.23078990733591	6.30687635514019	-9.88110386607204	9.17456650184789e-17	1.2736744855632e-14	27.6541282085885
UBE2T	1.67358177220077	7.00510009345794	9.86689138627384	9.88199808980054e-17	1.36279952464905e-14	27.5811658477106
NPY1R	-1.74886717374517	5.32113074766355	-9.86218766499707	1.01279344168084e-16	1.38752701510275e-14	27.5570191831402
PTTG1	1.55222725096525	8.5404276635514	9.82172889698783	1.25125037914398e-16	1.70300901276432e-14	27.3493395090664
KLHL36	-0.548782953667954	7.06454392523364	-9.81817811301128	1.27468337799068e-16	1.72363679631675e-14	27.3311143835617
CD5L	-2.05476444401544	7.38633130841121	-9.80889324278738	1.33805141679772e-16	1.79765049699327e-14	27.2834590689018
UBAP2L	0.934442934362934	8.45351915887851	9.76826087041397	1.65452261381203e-16	2.20857557115524e-14	27.0749314220556
CDIN1	0.868765559845559	7.22942859813084	9.74876294551571	1.83193752628977e-16	2.42982592658969e-14	26.9748799625731
FAM3D-AS1	-1.0072583011583	6.31658570093458	-9.73154229502874	2.00437406206375e-16	2.64171427015288e-14	26.886521567388
PM20D1	-0.414962760617761	4.81442822429907	-9.71054679347094	2.23669506169729e-16	2.91264111381623e-14	26.7788045185145
AADAT	-1.7034188030888	7.35439981308411	-9.71044274363926	2.23791095952073e-16	2.91264111381623e-14	26.7782707207094
BMP5	-0.999098617760618	3.56429327102804	-9.70694894686269	2.27912415859379e-16	2.94785599245696e-14	26.7603469622669
FAM220A	0.674935397683396	8.78533598130841	9.7048715245217	2.30398825404558e-16	2.96162045692871e-14	26.7496895912957
ERLIN1	-0.727050961389961	10.2425348598131	-9.70352323928922	2.32027034659813e-16	2.96425212868463e-14	26.7427728225166
CDK1	2.02949398455598	7.18901607476636	9.68563091972327	2.54754612172019e-16	3.22697106372966e-14	26.650988942457
EFNA4	0.974465038610038	6.9451261682243	9.68492865695728	2.55690657662022e-16	3.22697106372966e-14	26.6473866570633
GSTZ1	-1.77737361776062	9.48773140186916	-9.68341639217605	2.57718037164709e-16	3.23296409995054e-14	26.6396294793734
CLRN3	-3.12481377606177	7.72742822429907	-9.67971511117398	2.6274807971616e-16	3.276326953299e-14	26.6206439864615
PPOX	0.716829065637065	8.04919224299065	9.66942785976202	2.77249557930346e-16	3.43657428234615e-14	26.5678781689144
NARF	0.819458231660232	8.53127822429907	9.66612301409529	2.82075871590608e-16	3.47570884615551e-14	26.550927444198
GPATCH8	0.477232316602317	7.93118859813084	9.65828880821648	2.93854717044498e-16	3.59954742807919e-14	26.5107466452584
KPNA2	1.21390088030888	10.3347561682243	9.6547585186263	2.99321948476681e-16	3.64507617256047e-14	26.4926407498905
NHP2	0.709484127413127	10.5947382242991	9.64753838598829	3.1082198297271e-16	3.76311451943239e-14	26.4556117893361
RPS27	0.465793127413127	13.7656542056075	9.62350664772602	3.52374236922493e-16	4.24152665299074e-14	26.3323745763852
COL4A1	1.56052439382239	10.1787757009346	9.60751980609694	3.83045698946543e-16	4.58422047980621e-14	26.2504023049046
MARCO	-1.68927022007722	7.41156859813084	-9.59820873883049	4.02123763249384e-16	4.7850429976601e-14	26.202663714971
GINS1	1.92533467567568	6.81064906542056	9.59440590504703	4.10185991160102e-16	4.8532460681352e-14	26.183167090521
PER1	-1.15919734362934	8.89186308411215	-9.58731275120719	4.25657805125334e-16	5.00785205306778e-14	26.1468027023343
PRCC	0.769999324324324	7.63968355140187	9.58615012235052	4.28248795536908e-16	5.01002972935987e-14	26.1408424256661
FLVCR1	1.47126138610039	6.96570420560748	9.57814641608	4.46518186607679e-16	5.19457805470296e-14	26.0998122407817
JDP2	-1.2939315019305	7.32367897196262	-9.56938682130544	4.67406351814657e-16	5.40737215010468e-14	26.0549095533166
ESM1	1.69572901158301	6.11666813084112	9.56692524976488	4.73449961203856e-16	5.44702872492215e-14	26.0422917276821
TAX1BP1	0.548831698841698	10.6040585046729	9.56468778531056	4.79011035276596e-16	5.46145589279346e-14	26.0308228389131
MCM8	1.3218601003861	5.59571504672897	9.56431283865389	4.79949302910681e-16	5.46145589279346e-14	26.028900938613
MRPS23	1.05556487644788	8.72639429906542	9.5608037387861	4.88819952379695e-16	5.51791158171619e-14	26.0109142429223
HHIP-AS1	-0.602933096525096	6.57447859813084	-9.56025956358399	4.90210162609247e-16	5.51791158171619e-14	26.0081249865663
PBK	2.21781359459459	6.0017614953271	9.55263434166877	5.10110910501582e-16	5.71104817219621e-14	25.9690417926547
FAM83F	-0.744958888030888	5.62404317757009	-9.53868680155851	5.48623055508969e-16	6.09821313495409e-14	25.8975587959449
LSM2	0.794756084942085	8.21640037383178	9.53801508809722	5.50549399429201e-16	6.09821313495409e-14	25.8941163516136
C1orf43	1.09162632046332	5.7644961682243	9.5347592148066	5.59982772422218e-16	6.16988426080437e-14	25.8774306555424
HSP90AB1	1.32863466023166	10.1233242990654	9.53358437277789	5.63426180600571e-16	6.17515093938226e-14	25.8714099210708
ITLN1	-0.970941791505792	5.53557308411215	-9.52578621487344	5.86824478337283e-16	6.39792300361025e-14	25.8314478406612
MELK	1.47937470656371	7.38939009345794	9.50758492338271	6.45282805428584e-16	6.99862976054418e-14	25.738183145274
DNMT3L	-1.34309248262548	7.24018542056075	-9.49851630771053	6.7654476720321e-16	7.27866819286382e-14	25.6917196115819
PNPLA7	-0.812269942084942	6.73433196261682	-9.49807803013651	6.7809336794832e-16	7.27866819286382e-14	25.689474153372
SNRPC	0.594385525096525	9.84342953271028	9.49028608460841	7.06223794841607e-16	7.54174579681109e-14	25.6495543786013
FITM1	-0.748542621621622	6.5665108411215	-9.47121134829829	7.80104029648667e-16	8.28820730275706e-14	25.551840595304
CCNB2	1.76877046332046	7.1787476635514	9.46817392958419	7.92560939829559e-16	8.37781168071611e-14	25.5362822136296
EGR1	-2.22550320849421	9.3678746728972	-9.46413860800755	8.09418172274614e-16	8.51278990881139e-14	25.515612915037
IFT81	0.961958745173744	7.05109934579439	9.46069729295682	8.24076549065753e-16	8.62340203906796e-14	25.4979866988785
UHRF1	1.84662752509652	6.43744327102804	9.45773366057455	8.36912484940217e-16	8.71393279319754e-14	25.4828075349246
KRT17P5	-0.490740687258687	6.0150076635514	-9.45487103729956	8.49500456373023e-16	8.80099378284171e-14	25.4681460641371
SGO2	1.47755318146718	5.47896925233645	9.43680215988021	9.33436303722194e-16	9.62271167757969e-14	25.3756107510217
RAD51AP1	1.62154493050193	6.09595757009346	9.43352728083274	9.49512730015259e-16	9.74022319696441e-14	25.3588407384761
DIRAS3	-1.85599695366795	5.66774719626168	-9.42276271987897	1.00432963512959e-15	1.02520393734993e-13	25.3037207761848
POLR3F	0.694070552123552	6.81539700934579	9.42060132854174	1.01571140436739e-15	1.02783105033193e-13	25.292653970058
SCAMP3	0.908070297297297	9.35263738317757	9.42040061618449	1.01677485770447e-15	1.02783105033193e-13	25.2916262882967
TMEM256	-0.777193861003862	9.66146785046729	-9.41019346888789	1.07234797919877e-15	1.07877170622392e-13	25.239366264809
SLC28A1	-1.08303260617761	7.23325588785047	-9.392427509794	1.17640476011435e-15	1.17373096626362e-13	25.1484165705135
ARHGAP10	-0.829528698841699	7.70673794392523	-9.39216515108295	1.17801465592151e-15	1.17373096626362e-13	25.1470735776854
KAT7	0.503047019305018	7.95362401869159	9.39015937666703	1.19039547923559e-15	1.18041883140962e-13	25.1368062853914
SETDB1	0.759946745173745	8.02248196261682	9.36857415072618	1.33214066707578e-15	1.31471550953488e-13	25.0263260701083
JUN	-0.908205347490347	11.0476658878505	-9.36442921918609	1.3612291872279e-15	1.33708663183178e-13	25.0051134392152
VPS72	0.83600261003861	9.03864327102804	9.36165254250836	1.38106933215717e-15	1.35020599872493e-13	24.9909036165883
SRPK2	0.934958633204633	6.13499626168224	9.36046979696293	1.38960781887666e-15	1.35022146848886e-13	24.9848509503605
MAN1C1	-1.47296732818533	7.56091327102804	-9.35897647155348	1.40046376488618e-15	1.35022146848886e-13	24.9772089952963
LONRF1	-0.999904648648649	6.33507542056075	-9.35896642864804	1.40053705913174e-15	1.35022146848886e-13	24.977157602012
MPPED1	-0.95786416988417	7.16073691588785	-9.35755803075653	1.41085372250356e-15	1.35125247790009e-13	24.9699503533466
ZNF322	0.742220976833977	6.04351971962617	9.35705127046652	1.414584326653e-15	1.35125247790009e-13	24.9673571125039
CENPU	1.80413886100386	6.6641753271028	9.35353725549233	1.44072569300057e-15	1.36993935301571e-13	24.9493752052123
PHGDH	-1.48880605791506	8.42622121495327	-9.34796851538423	1.48314376730629e-15	1.40386299138119e-13	24.9208800747176
RFC4	1.19327998841699	7.70250775700935	9.33363549511859	1.59814351029461e-15	1.50587060897624e-13	24.8475451974154
GNA14	-0.949047637065637	6.45408906542056	-9.33129894775991	1.61771677129797e-15	1.51744747952743e-13	24.8355912073675
RALGAPB	0.485907806949807	8.41932523364486	9.31986843932692	1.71697417520131e-15	1.59974844884366e-13	24.7771155708073
FAM83D	1.92557645173745	7.06043831775701	9.31943888831956	1.72082045976268e-15	1.59974844884366e-13	24.7749182214758
SERPINE1	-2.46653383397683	8.76007514018692	-9.31617483722779	1.75032980419597e-15	1.6199496818923e-13	24.7582214131887
SLC26A6	0.914444965250965	6.98887691588785	9.31514929429654	1.75970532688414e-15	1.62121362198862e-13	24.7529754985339
CHST4	-1.28713362162162	5.70382158878505	-9.31432622341864	1.76726609773058e-15	1.62121362198862e-13	24.7487653185273
TMPRSS2	-0.67568322007722	5.29845289719626	-9.31224442810948	1.78653463122021e-15	1.63170162984779e-13	24.7381166516158
MYOM2	-0.794490849420849	5.45387476635514	-9.30530663197546	1.85227582997199e-15	1.68435772416318e-13	24.702630461012
GPC3	3.84784189189189	9.15446785046729	9.30077375488731	1.8965272688449e-15	1.7170992976707e-13	24.6794465334211
